instauracao;sr;uf;competencia;Indiciamentos;Indiciados;relatorio;duracao
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;89
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;5
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;03/02/2018;5
19/05/2015;SR/DPF/DF;DF;DELEFAZ;1;1;04/02/2018;992
25/07/2016;SR/PF/GO;GO;DELEFAZ;3;3;04/02/2018;559
08/08/2016;SR/DPF/DF;DF;DELEFAZ;1;1;04/02/2018;545
02/12/2017;DPF/FIG/PR;PR;DELEFAZ;1;1;04/02/2018;64
14/12/2012;DPF/GVS/MG;MG;DELEFAZ;1;1;05/02/2018;1879
11/03/2013;DPF/CAS/SP;SP;DELEFAZ;1;1;05/02/2018;1792
23/06/2014;DPF/PCA/SP;SP;DELEFAZ;1;1;05/02/2018;1323
31/10/2014;SR/PF/SP;SP;DELEFAZ;1;1;05/02/2018;1193
04/01/2016;DPF/MGA/PR;PR;DELEFAZ;3;3;05/02/2018;763
17/02/2016;DPF/SJK/SP;SP;DELEFAZ;2;2;05/02/2018;719
14/03/2016;SR/PF/GO;GO;DELEFAZ;4;4;05/02/2018;693
14/04/2016;DPF/CCM/SC;SC;DELEFAZ;1;1;05/02/2018;662
01/05/2016;DPF/GRA/PR;PR;DELEFAZ;1;1;05/02/2018;645
27/07/2016;DPF/AQA/SP;SP;DELEFAZ;1;1;05/02/2018;558
22/08/2016;DPF/GVS/MG;MG;DELEFAZ;1;1;05/02/2018;532
27/12/2016;SR/PF/GO;GO;DELEFAZ;1;1;05/02/2018;405
06/02/2017;DPF/JVE/SC;SC;DELEFAZ;1;1;05/02/2018;364
09/02/2017;DPF/PCA/SP;SP;DELEFAZ;1;1;05/02/2018;361
17/02/2017;PF/MBA/PA;PA;DELEFAZ;1;1;05/02/2018;353
07/03/2017;DPF/PFO/RS;RS;DELEFAZ;1;1;05/02/2018;335
17/03/2017;DPF/AQA/SP;SP;DELEFAZ;1;1;05/02/2018;325
05/05/2017;DPF/JFA/MG;MG;DELEFAZ;1;1;05/02/2018;276
27/05/2017;DPF/GPB/PR;PR;DELEFAZ;5;5;05/02/2018;254
08/06/2017;DPF/GRA/PR;PR;DELEFAZ;1;1;05/02/2018;242
30/06/2017;SR/PF/GO;GO;DELEFAZ;1;1;05/02/2018;220
11/07/2017;DPF/IJI/SC;SC;DELEFAZ;1;1;05/02/2018;209
12/07/2017;DPF/IJI/SC;SC;DELEFAZ;1;1;05/02/2018;208
20/07/2017;DPF/GRA/PR;PR;DELEFAZ;1;1;05/02/2018;200
21/08/2017;DPF/SMA/RS;RS;DELEFAZ;1;1;05/02/2018;168
30/08/2017;DPF/CAS/SP;SP;DELEFAZ;1;1;05/02/2018;159
28/09/2017;DPF/CZO/SP;SP;DELEFAZ;1;1;05/02/2018;130
03/10/2017;SR/PF/SP;SP;DELEFAZ;1;1;05/02/2018;125
23/10/2017;DPF/IJI/SC;SC;DELEFAZ;1;1;05/02/2018;105
03/11/2017;DPF/URA/MG;MG;DELEFAZ;1;1;05/02/2018;94
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;91
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;91
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;91
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;91
06/11/2017;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;91
07/01/2018;DPF/SOD/SP;SP;DELEFAZ;1;1;05/02/2018;29
07/01/2018;DPF/SOD/SP;SP;DELEFAZ;1;1;05/02/2018;29
18/01/2018;SR/PF/PR;PR;DELEFAZ;2;2;05/02/2018;18
21/01/2018;DPF/SIC/MT;MT;DELEFAZ;1;1;05/02/2018;15
24/01/2018;SR/PF/AC;AC;DELEFAZ;1;1;05/02/2018;12
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;7
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;7
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;7
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;7
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;05/02/2018;7
01/02/2018;SR/PF/GO;GO;DELEFAZ;1;1;05/02/2018;4
15/04/2014;DPF/PFO/RS;RS;DELEFAZ;1;1;06/02/2018;1393
13/08/2014;SR/PF/PI;PI;DELEFAZ;2;2;06/02/2018;1273
16/12/2014;SR/PF/GO;GO;DELEFAZ;2;2;06/02/2018;1148
13/02/2015;SR/PF/SP;SP;DELEFAZ;1;1;06/02/2018;1089
15/04/2016;DPF/STS/SP;SP;DELEFAZ;2;2;06/02/2018;662
08/08/2016;DPF/MGA/PR;PR;DELEFAZ;1;1;06/02/2018;547
20/10/2016;DPF/STS/SP;SP;DELEFAZ;1;1;06/02/2018;474
16/11/2016;DPF/RPO/SP;SP;DELEFAZ;2;2;06/02/2018;447
22/11/2016;DPF/RPO/SP;SP;DELEFAZ;2;2;06/02/2018;441
19/04/2017;SR/DPF/RR;RR;DELEFAZ;2;2;06/02/2018;293
09/05/2017;DPF/JLS/SP;SP;DELEFAZ;1;1;06/02/2018;273
16/05/2017;SR/PF/SP;SP;DELEFAZ;2;2;06/02/2018;266
21/06/2017;DPF/TLS/MS;MS;DELEFAZ;1;1;06/02/2018;230
30/06/2017;DPF/IJI/SC;SC;DELEFAZ;2;2;06/02/2018;221
07/07/2017;SR/PF/PR;PR;DELEFAZ;1;1;06/02/2018;214
01/08/2017;DPF/TLS/MS;MS;DELEFAZ;1;1;06/02/2018;189
09/08/2017;DPF/SJK/SP;SP;DELEFAZ;1;1;06/02/2018;181
12/09/2017;SR/DPF/RR;RR;DELEFAZ;1;1;06/02/2018;147
14/09/2017;DPF/VAG/MG;MG;DELEFAZ;1;1;06/02/2018;145
04/10/2017;DPF/AQA/SP;SP;DELEFAZ;1;1;06/02/2018;125
06/10/2017;DPF/AQA/SP;SP;DELEFAZ;1;1;06/02/2018;123
28/11/2017;SR/DPF/ES;ES;DELEFAZ;1;1;06/02/2018;70
17/12/2017;DPF/JVE/SC;SC;DELEFAZ;1;1;06/02/2018;51
03/01/2018;DPF/MII/SP;SP;DELEFAZ;1;1;06/02/2018;34
09/01/2018;DPF/GRA/PR;PR;DELEFAZ;2;2;06/02/2018;28
10/01/2018;DPF/MGA/PR;PR;DELEFAZ;1;1;06/02/2018;27
12/01/2018;SR/DPF/DF;DF;DELEFAZ;1;1;06/02/2018;25
13/01/2018;SR/DPF/DF;DF;DELEFAZ;2;2;06/02/2018;24
23/01/2018;DPF/NVI/MS;MS;DELEFAZ;1;1;06/02/2018;14
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;06/02/2018;8
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;06/02/2018;8
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;06/02/2018;8
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;06/02/2018;8
29/01/2018;DPF/DVS/MG;MG;DELEFAZ;1;1;06/02/2018;8
13/08/2014;SR/PF/CE;CE;DELEFAZ;1;1;07/02/2018;1274
05/06/2015;SR/PF/GO;GO;DELEFAZ;1;1;07/02/2018;978
05/11/2015;SR/PF/PR;PR;DELEFAZ;2;1;07/02/2018;825
03/12/2015;SR/PF/GO;GO;DELEFAZ;2;1;07/02/2018;797
12/02/2016;SR/PF/MA;MA;DELEFAZ;1;1;07/02/2018;726
12/02/2016;SR/PF/MA;MA;DELEFAZ;1;1;07/02/2018;726
